z,n,name,bindingEnergy,bindingEnergyUncertainty
48,81,129Cd,8.26E+3,4.12E-2
48,81,129Cd,8.26E+3,4.12E-2
48,75,123Cd,8.39E+3,2.19E-2
48,75,123Cd,8.39E+3,2.19E-2
48,76,124Cd,8.38E+3,2.10E-2
48,73,121Cd,8.43E+3,1.61E-2
48,73,121Cd,8.43E+3,1.61E-2
48,74,122Cd,8.42E+3,1.88E-2
48,71,119Cd,8.46E+3,3.16E-1
48,71,119Cd,8.46E+3,3.16E-1
48,72,120Cd,8.45E+3,3.11E-2
48,70,118Cd,8.48E+3,1.69E-1
48,79,127Cd,8.31E+3,4.88E-2
48,79,127Cd,8.31E+3,4.88E-2
48,77,125Cd,8.35E+3,2.31E-2
48,77,125Cd,8.35E+3,2.31E-2
48,78,126Cd,8.34E+3,1.83E-2
49,88,137In,8.05E+3,3.00
49,87,136In,8.09E+3,2.00
49,86,135In,8.13E+3,2.00
49,85,134In,8.17E+3,1.00
49,84,133In,8.21E+3,2.00
49,84,133In,8.21E+3,2.00
49,83,132In,8.25E+3,4.54E-1
49,82,131In,8.29E+3,1.68E-2
49,82,131In,8.29E+3,1.68E-2
49,82,131In,8.29E+3,1.68E-2
49,81,130In,8.31E+3,1.38E-2
49,81,130In,8.31E+3,1.38E-2
49,81,130In,8.31E+3,1.38E-2
49,80,129In,8.33E+3,1.53E-2
49,80,129In,8.33E+3,1.53E-2
49,80,129In,8.33E+3,1.53E-2
49,80,129In,8.33E+3,1.53E-2
49,77,126In,8.38E+3,3.33E-2
49,77,126In,8.38E+3,3.33E-2
49,76,125In,8.40E+3,1.42E-2
49,76,125In,8.40E+3,1.42E-2
49,75,124In,8.41E+3,2.46E-1
49,75,124In,8.41E+3,2.46E-1
49,74,123In,8.43E+3,1.61E-1
49,74,123In,8.43E+3,1.61E-1
49,73,122In,8.44E+3,4.10E-1
49,73,122In,8.44E+3,4.10E-1
49,73,122In,8.44E+3,4.10E-1
49,72,121In,8.46E+3,2.26E-1
49,72,121In,8.46E+3,2.26E-1
49,71,120In,8.46E+3,3.33E-1
49,71,120In,8.46E+3,3.33E-1
49,71,120In,8.46E+3,3.33E-1
49,70,119In,8.48E+3,6.14E-2
49,70,119In,8.48E+3,6.14E-2
49,79,128In,8.35E+3,1.03E-2
49,79,128In,8.35E+3,1.03E-2
49,79,128In,8.35E+3,1.03E-2
49,78,127In,8.37E+3,7.88E-2
49,78,127In,8.37E+3,7.88E-2
49,78,127In,8.37E+3,7.88E-2
49,66,115In,8.51E+3,3.00E-4
49,66,115In,8.51E+3,3.00E-4
49,65,114In,8.51E+3,2.70E-3
49,65,114In,8.51E+3,2.70E-3
49,64,113In,8.52E+3,1.70E-3
49,64,113In,8.52E+3,1.70E-3
49,63,112In,8.51E+3,3.80E-2
49,63,112In,8.51E+3,3.80E-2
49,62,111In,8.52E+3,3.08E-2
49,62,111In,8.52E+3,3.08E-2
49,61,110In,8.50E+3,1.05E-1
49,61,110In,8.50E+3,1.05E-1
49,60,109In,8.51E+3,3.64E-2
49,60,109In,8.51E+3,3.64E-2
49,60,109In,8.51E+3,3.64E-2
49,69,118In,8.48E+3,6.57E-2
49,69,118In,8.48E+3,6.57E-2
49,69,118In,8.48E+3,6.57E-2
49,68,117In,8.50E+3,4.17E-2
49,68,117In,8.50E+3,4.17E-2
49,67,116In,8.50E+3,1.90E-3
49,67,116In,8.50E+3,1.90E-3
49,67,116In,8.50E+3,1.90E-3
49,55,104In,8.43E+3,5.55E-2
49,55,104In,8.43E+3,5.55E-2
49,54,103In,8.42E+3,8.72E-2
49,54,103In,8.42E+3,8.72E-2
49,53,102In,8.38E+3,4.48E-2
49,52,101In,8.37E+3,1.15E-1
49,52,101In,8.37E+3,1.15E-1
49,51,100In,8.32E+3,2.24E-2
49,50,99In,8.30E+3,3.00
49,59,108In,8.49E+3,8.00E-2
49,59,108In,8.49E+3,8.00E-2
49,58,107In,8.49E+3,9.02E-2
49,58,107In,8.49E+3,9.02E-2
49,57,106In,8.47E+3,1.15E-1
49,57,106In,8.47E+3,1.15E-1
49,56,105In,8.46E+3,9.76E-2
49,56,105In,8.46E+3,9.76E-2
49,49,98In,8.23E+3,3.00
49,49,98In,8.23E+3,3.00
49,48,97In,8.16E+3,4.00
49,47,96In,8.06E+3,5.00
50,49,99Sn,8.16E+3,6.00
50,51,101Sn,8.28E+3,2.97
50,50,100Sn,8.25E+3,2.40
50,53,103Sn,8.34E+3,1.00
50,52,102Sn,8.32E+3,9.81E-1
50,55,105Sn,8.39E+3,3.78E-2
50,54,104Sn,8.38E+3,5.52E-2
50,57,107Sn,8.43E+3,4.96E-2
50,56,106Sn,8.43E+3,4.80E-2
50,59,109Sn,8.47E+3,7.29E-2
50,58,108Sn,8.46E+3,4.97E-2
50,60,110Sn,8.49E+3,1.25E-1
50,62,112Sn,8.51E+3,2.60E-3
50,61,111Sn,8.49E+3,4.80E-2
50,64,114Sn,8.52E+3,4.00E-4
50,63,113Sn,8.50E+3,1.39E-2
50,63,113Sn,8.50E+3,1.39E-2
50,66,116Sn,8.52E+3,9.00E-4
50,65,115Sn,8.51E+3,3.00E-4
50,68,118Sn,8.51E+3,4.20E-3
50,67,117Sn,8.50E+3,4.10E-3
50,67,117Sn,8.50E+3,4.10E-3
50,69,119Sn,8.49E+3,6.10E-3
50,69,119Sn,8.49E+3,6.10E-3
50,71,121Sn,8.48E+3,8.10E-3
50,71,121Sn,8.48E+3,8.10E-3
50,70,120Sn,8.50E+3,7.70E-3
50,73,123Sn,8.46E+3,2.02E-2
50,73,123Sn,8.46E+3,2.02E-2
50,72,122Sn,8.48E+3,2.01E-2
50,75,125Sn,8.44E+3,1.06E-2
50,75,125Sn,8.44E+3,1.06E-2
50,74,124Sn,8.46E+3,1.06E-2
50,77,127Sn,8.42E+3,7.26E-2
50,77,127Sn,8.42E+3,7.26E-2
50,76,126Sn,8.44E+3,8.48E-2
50,79,129Sn,8.39E+3,1.33E-1
50,79,129Sn,8.39E+3,1.33E-1
50,78,128Sn,8.41E+3,1.38E-1
50,78,128Sn,8.41E+3,1.38E-1
50,80,130Sn,8.38E+3,1.44E-2
50,80,130Sn,8.38E+3,1.44E-2
50,82,132Sn,8.35E+3,1.50E-2
50,81,131Sn,8.36E+3,2.76E-2
50,81,131Sn,8.36E+3,2.76E-2
50,84,134Sn,8.27E+3,2.36E-2
50,83,133Sn,8.31E+3,1.43E-2
50,86,136Sn,8.19E+3,1.00
50,85,135Sn,8.23E+3,2.28E-2
50,88,138Sn,8.11E+3,3.00
50,87,137Sn,8.15E+3,2.00
50,89,139Sn,8.07E+3,3.00
50,90,140Sn,8.03E+3,2.00
51,54,105Sb,8.30E+3,2.07E-1
51,53,104Sb,8.25E+3,1.00
51,56,107Sb,8.35E+3,3.88E-2
51,55,106Sb,8.32E+3,7.03E-2
51,58,109Sb,8.40E+3,4.83E-2
51,57,108Sb,8.37E+3,5.09E-2
51,59,110Sb,8.41E+3,5.42E-2
51,61,112Sb,8.44E+3,1.59E-1
51,60,111Sb,8.44E+3,7.96E-2
51,63,114Sb,8.46E+3,1.73E-1
51,62,113Sb,8.46E+3,1.52E-1
51,65,116Sb,8.47E+3,4.44E-2
51,65,116Sb,8.47E+3,4.44E-2
51,64,115Sb,8.48E+3,1.39E-1
51,67,118Sb,8.47E+3,2.56E-2
51,67,118Sb,8.47E+3,2.56E-2
51,66,117Sb,8.48E+3,7.21E-2
51,69,120Sb,8.47E+3,6.00E-2
51,69,120Sb,8.47E+3,6.00E-2
51,68,119Sb,8.48E+3,5.88E-2
51,68,119Sb,8.48E+3,5.88E-2
51,70,121Sb,8.48E+3,2.07E-2
51,72,123Sb,8.47E+3,1.10E-2
51,71,122Sb,8.46E+3,2.05E-2
51,71,122Sb,8.46E+3,2.05E-2
51,74,125Sb,8.45E+3,2.01E-2
51,73,124Sb,8.45E+3,1.10E-2
51,73,124Sb,8.45E+3,1.10E-2
51,73,124Sb,8.45E+3,1.10E-2
51,76,127Sb,8.43E+3,4.00E-2
51,75,126Sb,8.44E+3,2.52E-1
51,75,126Sb,8.44E+3,2.52E-1
51,75,126Sb,8.44E+3,2.52E-1
51,78,129Sb,8.41E+3,1.64E-1
51,78,129Sb,8.41E+3,1.64E-1
51,77,128Sb,8.42E+3,1.46E-1
51,77,128Sb,8.42E+3,1.46E-1
51,79,130Sb,8.39E+3,1.09E-1
51,79,130Sb,8.39E+3,1.09E-1
51,81,132Sb,8.37E+3,1.87E-2
51,81,132Sb,8.37E+3,1.87E-2
51,80,131Sb,8.39E+3,1.59E-2
51,83,134Sb,8.32E+3,2.29E-2
51,83,134Sb,8.32E+3,2.29E-2
51,82,133Sb,8.36E+3,2.35E-2
51,85,136Sb,8.25E+3,4.29E-2
51,84,135Sb,8.29E+3,1.96E-2
51,87,138Sb,8.17E+3,2.00
51,86,137Sb,8.21E+3,3.80E-1
51,89,140Sb,8.10E+3,4.00
51,88,139Sb,8.14E+3,3.00
51,90,141Sb,8.06E+3,4.00
51,91,142Sb,8.02E+3,2.00
52,54,106Te,8.23E+3,9.48E-1
52,55,107Te,8.25E+3,1.00
52,52,104Te,8.15E+3,3.05
52,53,105Te,8.18E+3,2.85
52,58,110Te,8.35E+3,5.98E-2
52,59,111Te,8.36E+3,5.79E-2
52,56,108Te,8.30E+3,5.01E-2
52,57,109Te,8.31E+3,4.02E-2
52,61,113Te,8.40E+3,2.47E-1
52,62,114Te,8.43E+3,2.14E-1
52,60,112Te,8.40E+3,7.49E-2
52,65,117Te,8.45E+3,1.15E-1
52,65,117Te,8.45E+3,1.15E-1
52,66,118Te,8.46E+3,1.55E-1
52,63,115Te,8.43E+3,2.43E-1
52,63,115Te,8.43E+3,2.43E-1
52,64,116Te,8.45E+3,2.08E-1
52,69,121Te,8.46E+3,2.13E-1
52,69,121Te,8.46E+3,2.13E-1
52,67,119Te,8.46E+3,6.12E-2
52,67,119Te,8.46E+3,6.12E-2
52,68,120Te,8.47E+3,1.46E-2
52,72,124Te,8.47E+3,1.09E-2
52,73,125Te,8.45E+3,1.08E-2
52,73,125Te,8.45E+3,1.08E-2
52,70,122Te,8.47E+3,1.11E-2
52,71,123Te,8.46E+3,1.10E-2
52,71,123Te,8.46E+3,1.10E-2
52,76,128Te,8.44E+3,5.50E-3
52,77,129Te,8.43E+3,5.50E-3
52,77,129Te,8.43E+3,5.50E-3
52,74,126Te,8.46E+3,1.07E-2
52,75,127Te,8.44E+3,1.08E-2
52,75,127Te,8.44E+3,1.08E-2
52,78,130Te,8.43E+3,3.00E-4
52,79,131Te,8.41E+3,5.00E-4
52,79,131Te,8.41E+3,5.00E-4
52,79,131Te,8.41E+3,5.00E-4
52,80,132Te,8.40E+3,2.64E-2
52,83,135Te,8.34E+3,1.28E-2
52,84,136Te,8.31E+3,1.68E-2
52,81,133Te,8.38E+3,1.55E-2
52,81,133Te,8.38E+3,1.55E-2
52,82,134Te,8.38E+3,2.05E-2
52,87,139Te,8.21E+3,2.54E-2
52,88,140Te,8.18E+3,1.02E-1
52,85,137Te,8.28E+3,1.53E-2
52,86,138Te,8.25E+3,2.74E-2
52,89,141Te,8.14E+3,3.00
52,90,142Te,8.11E+3,4.00
52,91,143Te,8.07E+3,3.00
52,92,144Te,8.04E+3,2.00
52,93,145Te,7.99E+3,2.00
53,55,108I,8.17E+3,1.00
53,56,109I,8.22E+3,6.17E-2
53,59,112I,8.29E+3,9.15E-2
53,57,110I,8.24E+3,5.63E-1
53,58,111I,8.28E+3,4.28E-2
53,62,115I,8.37E+3,2.51E-1
53,63,116I,8.38E+3,6.46E-1
53,60,113I,8.33E+3,7.09E-2
53,61,114I,8.34E+3,1.75E-1
53,61,114I,8.34E+3,1.75E-1
53,66,119I,8.42E+3,1.82E-1
53,67,120I,8.42E+3,1.25E-1
53,67,120I,8.42E+3,1.25E-1
53,64,117I,8.40E+3,2.18E-1
53,65,118I,8.40E+3,1.67E-1
53,65,118I,8.40E+3,1.67E-1
53,68,121I,8.44E+3,3.90E-2
53,69,122I,8.43E+3,4.25E-2
53,70,123I,8.44E+3,3.00E-2
53,73,126I,8.43E+3,3.00E-2
53,74,127I,8.44E+3,2.85E-2
53,71,124I,8.44E+3,1.85E-2
53,72,125I,8.45E+3,1.08E-2
53,77,130I,8.42E+3,2.43E-2
53,77,130I,8.42E+3,2.43E-2
53,78,131I,8.42E+3,4.60E-3
53,75,128I,8.43E+3,2.83E-2
53,76,129I,8.43E+3,2.44E-2
53,79,132I,8.40E+3,3.08E-2
53,79,132I,8.40E+3,3.08E-2
53,80,133I,8.40E+3,4.44E-2
53,80,133I,8.40E+3,4.44E-2
53,81,134I,8.38E+3,3.62E-2
53,81,134I,8.38E+3,3.62E-2
53,84,137I,8.32E+3,6.12E-2
53,85,138I,8.29E+3,4.32E-2
53,82,135I,8.38E+3,1.53E-2
53,83,136I,8.35E+3,1.04E-1
53,83,136I,8.35E+3,1.04E-1
53,88,141I,8.20E+3,1.12E-1
53,89,142I,8.16E+3,3.48E-2
53,86,139I,8.26E+3,2.88E-2
53,87,140I,8.22E+3,8.64E-2
53,87,140I,8.22E+3,8.64E-2
53,87,140I,8.22E+3,8.64E-2
53,91,144I,8.09E+3,3.00
53,92,145I,8.06E+3,3.00
53,90,143I,8.13E+3,1.00
53,93,146I,8.03E+3,2.00
53,94,147I,8.00E+3,2.00
54,71,125Xe,8.43E+3,1.12E-2
54,71,125Xe,8.43E+3,1.12E-2
54,70,124Xe,8.43E+3,1.10E-2
54,75,129Xe,8.43E+3,3.00E-4
54,75,129Xe,8.43E+3,3.00E-4
54,74,128Xe,8.44E+3,3.00E-4
54,73,127Xe,8.43E+3,3.22E-2
54,73,127Xe,8.43E+3,3.22E-2
54,72,126Xe,8.44E+3,3.00E-4
54,79,133Xe,8.41E+3,1.80E-2
54,79,133Xe,8.41E+3,1.80E-2
54,78,132Xe,8.42E+3,3.00E-4
54,77,131Xe,8.42E+3,3.00E-4
54,77,131Xe,8.42E+3,3.00E-4
54,76,130Xe,8.43E+3,3.00E-4
54,82,136Xe,8.39E+3,3.00E-4
54,81,135Xe,8.39E+3,2.72E-2
54,81,135Xe,8.39E+3,2.72E-2
54,80,134Xe,8.41E+3,3.00E-4
54,80,134Xe,8.41E+3,3.00E-4
54,86,140Xe,8.29E+3,1.66E-2
54,85,139Xe,8.31E+3,1.54E-2
54,84,138Xe,8.34E+3,2.03E-2
54,83,137Xe,8.36E+3,8.00E-4
54,89,143Xe,8.19E+3,3.25E-2
54,88,142Xe,8.23E+3,1.90E-2
54,87,141Xe,8.25E+3,2.05E-2
54,93,147Xe,8.07E+3,1.00
54,92,146Xe,8.11E+3,1.65E-1
54,91,145Xe,8.13E+3,7.71E-2
54,90,144Xe,8.17E+3,3.69E-2
54,96,150Xe,7.98E+3,2.00
54,95,149Xe,8.00E+3,2.00
54,94,148Xe,8.04E+3,2.00
54,57,111Xe,8.18E+3,1.00
54,56,110Xe,8.15E+3,9.18E-1
54,55,109Xe,8.10E+3,2.75
54,54,108Xe,8.07E+3,3.51
54,59,113Xe,8.24E+3,6.05E-2
54,58,112Xe,8.23E+3,7.40E-2
54,60,114Xe,8.28E+3,9.81E-2
54,64,118Xe,8.37E+3,8.80E-2
54,63,117Xe,8.34E+3,8.87E-2
54,62,116Xe,8.33E+3,1.12E-1
54,61,115Xe,8.30E+3,1.05E-1
54,68,122Xe,8.42E+3,9.11E-2
54,67,121Xe,8.40E+3,8.47E-2
54,66,120Xe,8.40E+3,9.85E-2
54,65,119Xe,8.37E+3,8.72E-2
54,69,123Xe,8.42E+3,7.75E-2
55,58,113Cs,8.14E+3,7.59E-2
55,57,112Cs,8.10E+3,1.00
55,59,114Cs,8.17E+3,7.46E-1
55,61,116Cs,8.23E+3,1.00
55,61,116Cs,8.23E+3,1.00
55,60,115Cs,8.21E+3,1.00
55,65,120Cs,8.32E+3,8.30E-2
55,65,120Cs,8.32E+3,8.30E-2
55,64,119Cs,8.31E+3,1.17E-1
55,64,119Cs,8.31E+3,1.17E-1
55,63,118Cs,8.28E+3,1.08E-1
55,63,118Cs,8.28E+3,1.08E-1
55,62,117Cs,8.27E+3,5.33E-1
55,62,117Cs,8.27E+3,5.33E-1
55,69,124Cs,8.38E+3,7.38E-2
55,69,124Cs,8.38E+3,7.38E-2
55,68,123Cs,8.38E+3,9.85E-2
55,68,123Cs,8.38E+3,9.85E-2
55,67,122Cs,8.35E+3,2.76E-1
55,67,122Cs,8.35E+3,2.76E-1
55,67,122Cs,8.35E+3,2.76E-1
55,66,121Cs,8.35E+3,1.18E-1
55,66,121Cs,8.35E+3,1.18E-1
55,72,127Cs,8.41E+3,4.39E-2
55,71,126Cs,8.39E+3,8.22E-2
55,70,125Cs,8.39E+3,6.19E-2
55,76,131Cs,8.41E+3,1.40E-3
55,75,130Cs,8.40E+3,6.43E-2
55,75,130Cs,8.40E+3,6.43E-2
55,74,129Cs,8.41E+3,3.53E-2
55,73,128Cs,8.40E+3,4.20E-2
55,79,134Cs,8.39E+3,3.00E-4
55,79,134Cs,8.39E+3,3.00E-4
55,78,133Cs,8.40E+3,3.00E-4
55,77,132Cs,8.40E+3,7.90E-3
55,83,138Cs,8.36E+3,6.64E-2
55,83,138Cs,8.36E+3,6.64E-2
55,82,137Cs,8.38E+3,2.20E-3
55,81,136Cs,8.38E+3,1.38E-2
55,81,136Cs,8.38E+3,1.38E-2
55,80,135Cs,8.40E+3,2.70E-3
55,80,135Cs,8.40E+3,2.70E-3
55,87,142Cs,8.26E+3,4.97E-2
55,86,141Cs,8.29E+3,6.51E-2
55,85,140Cs,8.31E+3,5.86E-2
55,84,139Cs,8.34E+3,2.25E-2
55,89,144Cs,8.21E+3,1.39E-1
55,88,143Cs,8.24E+3,5.30E-2
55,90,145Cs,8.18E+3,6.25E-2
55,94,149Cs,8.07E+3,3.00
55,93,148Cs,8.09E+3,8.81E-2
55,92,147Cs,8.13E+3,5.70E-2
55,91,146Cs,8.15E+3,1.98E-2
55,97,152Cs,7.98E+3,3.00
55,96,151Cs,8.01E+3,3.00
55,95,150Cs,8.03E+3,3.00
56,92,148Ba,8.16E+3,1.01E-2
56,93,149Ba,8.13E+3,1.68E-2
56,94,150Ba,8.11E+3,3.79E-2
56,95,151Ba,8.07E+3,3.00
56,90,146Ba,8.21E+3,1.21E-2
56,91,147Ba,8.18E+3,1.34E-1
56,96,152Ba,8.05E+3,3.00
56,97,153Ba,8.02E+3,3.00
56,98,154Ba,8.00E+3,3.00
56,58,114Ba,8.08E+3,9.00E-1
56,59,115Ba,8.11E+3,2.00
56,60,116Ba,8.16E+3,2.00
56,61,117Ba,8.18E+3,2.13
56,62,118Ba,8.22E+3,2.00
56,67,123Ba,8.33E+3,9.85E-2
56,68,124Ba,8.35E+3,1.00E-1
56,69,125Ba,8.35E+3,8.79E-2
56,63,119Ba,8.24E+3,1.68
56,64,120Ba,8.28E+3,2.50
56,65,121Ba,8.29E+3,1.17
56,66,122Ba,8.32E+3,2.29E-1
56,70,126Ba,8.37E+3,9.92E-2
56,71,127Ba,8.37E+3,8.93E-2
56,71,127Ba,8.37E+3,8.93E-2
56,72,128Ba,8.39E+3,1.26E-2
56,73,129Ba,8.39E+3,8.14E-2
56,73,129Ba,8.39E+3,8.14E-2
56,78,134Ba,8.40E+3,1.90E-3
56,79,135Ba,8.39E+3,1.80E-3
56,79,135Ba,8.39E+3,1.80E-3
56,74,130Ba,8.40E+3,2.20E-3
56,75,131Ba,8.39E+3,3.20E-3
56,75,131Ba,8.39E+3,3.20E-3
56,76,132Ba,8.40E+3,8.00E-3
56,77,133Ba,8.40E+3,7.50E-3
56,77,133Ba,8.40E+3,7.50E-3
56,81,137Ba,8.39E+3,1.80E-3
56,81,137Ba,8.39E+3,1.80E-3
56,82,138Ba,8.39E+3,1.80E-3
56,83,139Ba,8.36E+3,1.80E-3
56,84,140Ba,8.35E+3,5.64E-2
56,80,136Ba,8.40E+3,1.80E-3
56,80,136Ba,8.40E+3,1.80E-3
56,89,145Ba,8.23E+3,5.85E-2
56,85,141Ba,8.32E+3,3.77E-2
56,86,142Ba,8.31E+3,4.17E-2
56,87,143Ba,8.28E+3,4.72E-2
56,88,144Ba,8.26E+3,4.96E-2
57,60,117La,8.08E+3,2.00
57,63,120La,8.17E+3,2.00
57,68,125La,8.30E+3,2.08E-1
57,68,125La,8.30E+3,2.08E-1
57,69,126La,8.31E+3,7.18E-1
57,69,126La,8.31E+3,7.18E-1
57,64,121La,8.21E+3,2.00
57,65,122La,8.23E+3,2.00
57,66,123La,8.26E+3,2.00
57,67,124La,8.27E+3,4.57E-1
57,67,124La,8.27E+3,4.57E-1
57,71,128La,8.33E+3,4.25E-1
57,71,128La,8.33E+3,4.25E-1
57,72,129La,8.35E+3,1.65E-1
57,72,129La,8.35E+3,1.65E-1
57,73,130La,8.35E+3,1.99E-1
57,74,131La,8.37E+3,2.13E-1
57,70,127La,8.33E+3,2.04E-1
57,70,127La,8.33E+3,2.04E-1
57,79,136La,8.37E+3,3.91E-1
57,79,136La,8.37E+3,3.91E-1
57,75,132La,8.36E+3,2.75E-1
57,75,132La,8.36E+3,2.75E-1
57,76,133La,8.37E+3,2.10E-1
57,77,134La,8.37E+3,1.48E-1
57,78,135La,8.38E+3,6.99E-2
57,82,139La,8.37E+3,4.40E-3
57,83,140La,8.35E+3,4.30E-3
57,84,141La,8.34E+3,2.93E-2
57,85,142La,8.32E+3,4.43E-2
57,80,137La,8.38E+3,1.20E-2
57,81,138La,8.37E+3,3.00E-3
57,86,143La,8.30E+3,5.13E-2
57,87,144La,8.28E+3,8.98E-2
57,88,145La,8.26E+3,8.46E-2
57,89,146La,8.23E+3,1.15E-2
57,89,146La,8.23E+3,1.15E-2
57,93,150La,8.14E+3,1.68E-2
57,94,151La,8.12E+3,2.88
57,95,152La,8.10E+3,2.00
57,96,153La,8.08E+3,2.00
57,90,147La,8.22E+3,7.29E-2
57,91,148La,8.19E+3,1.31E-1
57,92,149La,8.17E+3,1.34
57,97,154La,8.05E+3,2.00
57,98,155La,8.02E+3,3.00
57,99,156La,7.99E+3,3.00
57,100,157La,7.97E+3,2.00
58,100,158Ce,8.01E+3,3.00
58,63,121Ce,8.13E+3,3.00
58,64,122Ce,8.17E+3,3.00
58,69,127Ce,8.28E+3,2.27E-1
58,69,127Ce,8.28E+3,2.27E-1
58,65,123Ce,8.19E+3,2.00
58,66,124Ce,8.22E+3,2.00
58,67,125Ce,8.24E+3,2.00
58,67,125Ce,8.24E+3,2.00
58,68,126Ce,8.27E+3,2.21E-1
58,72,130Ce,8.33E+3,2.15E-1
58,73,131Ce,8.33E+3,2.50E-1
58,73,131Ce,8.33E+3,2.50E-1
58,74,132Ce,8.35E+3,1.54E-1
58,75,133Ce,8.34E+3,1.23E-1
58,75,133Ce,8.34E+3,1.23E-1
58,70,128Ce,8.30E+3,2.18E-1
58,71,129Ce,8.31E+3,2.16E-1
58,76,134Ce,8.36E+3,1.52E-1
58,77,135Ce,8.36E+3,7.60E-2
58,77,135Ce,8.36E+3,7.60E-2
58,78,136Ce,8.37E+3,2.39E-3
58,79,137Ce,8.36E+3,2.60E-3
58,79,137Ce,8.36E+3,2.60E-3
58,83,141Ce,8.35E+3,9.29E-3
58,84,142Ce,8.34E+3,1.72E-2
58,85,143Ce,8.32E+3,1.71E-2
58,86,144Ce,8.31E+3,1.97E-2
58,80,138Ce,8.37E+3,3.60E-3
58,80,138Ce,8.37E+3,3.60E-3
58,81,139Ce,8.37E+3,1.50E-2
58,81,139Ce,8.37E+3,1.50E-2
58,82,140Ce,8.37E+3,9.40E-3
58,87,145Ce,8.28E+3,2.33E-1
58,88,146Ce,8.27E+3,1.00E-1
58,89,147Ce,8.25E+3,5.84E-2
58,94,152Ce,8.16E+3,1.00
58,95,153Ce,8.13E+3,1.00
58,96,154Ce,8.11E+3,1.00
58,97,155Ce,8.08E+3,2.00
58,90,148Ce,8.24E+3,7.56E-2
58,91,149Ce,8.21E+3,6.88E-2
58,92,150Ce,8.20E+3,7.80E-2
58,93,151Ce,8.17E+3,1.17E-1
58,98,156Ce,8.06E+3,2.00
58,99,157Ce,8.03E+3,3.00
59,100,159Pr,8.03E+3,3.00
59,101,160Pr,8.00E+3,2.00
59,102,161Pr,7.98E+3,3.00
59,85,144Pr,8.31E+3,1.88E-2
59,85,144Pr,8.31E+3,1.88E-2
59,84,143Pr,8.32E+3,1.27E-2
59,87,146Pr,8.28E+3,2.35E-1
59,86,145Pr,8.30E+3,4.92E-2
59,81,140Pr,8.34E+3,4.39E-2
59,80,139Pr,8.34E+3,2.63E-2
59,83,142Pr,8.33E+3,1.06E-2
59,83,142Pr,8.33E+3,1.06E-2
59,82,141Pr,8.35E+3,1.06E-2
59,89,148Pr,8.24E+3,1.01E-1
59,89,148Pr,8.24E+3,1.01E-1
59,88,147Pr,8.27E+3,1.07E-1
59,90,149Pr,8.23E+3,6.63E-2
59,96,155Pr,8.13E+3,1.11E-1
59,95,154Pr,8.14E+3,6.49E-1
59,98,157Pr,8.08E+3,2.02E-2
59,97,156Pr,8.10E+3,6.60E-3
59,92,151Pr,8.20E+3,7.72E-2
59,91,150Pr,8.21E+3,6.01E-2
59,94,153Pr,8.17E+3,7.77E-2
59,93,152Pr,8.18E+3,1.22E-1
59,99,158Pr,8.05E+3,2.00
59,62,121Pr,8.03E+3,4.00
59,65,124Pr,8.12E+3,3.00
59,67,126Pr,8.18E+3,2.00
59,66,125Pr,8.16E+3,2.00
59,69,128Pr,8.22E+3,2.32E-1
59,68,127Pr,8.21E+3,2.00
59,74,133Pr,8.31E+3,9.40E-2
59,74,133Pr,8.31E+3,9.40E-2
59,73,132Pr,8.29E+3,2.18E-1
59,76,135Pr,8.32E+3,8.75E-2
59,75,134Pr,8.31E+3,1.51E-1
59,75,134Pr,8.31E+3,1.51E-1
59,70,129Pr,8.25E+3,2.31E-1
59,72,131Pr,8.28E+3,3.58E-1
59,72,131Pr,8.28E+3,3.58E-1
59,71,130Pr,8.26E+3,4.94E-1
59,71,130Pr,8.26E+3,4.94E-1
59,78,137Pr,8.34E+3,5.94E-2
59,77,136Pr,8.33E+3,8.42E-2
59,79,138Pr,8.33E+3,7.26E-2
59,79,138Pr,8.33E+3,7.26E-2
60,103,163Nd,7.99E+3,3.00
60,101,161Nd,8.04E+3,2.00
60,102,162Nd,8.02E+3,2.00
60,100,160Nd,8.06E+3,2.91E-1
60,74,134Nd,8.28E+3,8.82E-2
60,73,133Nd,8.26E+3,3.50E-1
60,73,133Nd,8.26E+3,3.50E-1
60,72,132Nd,8.25E+3,1.83E-1
60,71,131Nd,8.23E+3,2.10E-1
60,70,130Nd,8.22E+3,2.15E-1
60,79,139Nd,8.32E+3,1.98E-1
60,79,139Nd,8.32E+3,1.98E-1
60,78,138Nd,8.32E+3,8.40E-2
60,77,137Nd,8.30E+3,8.56E-2
60,77,137Nd,8.30E+3,8.56E-2
60,76,136Nd,8.30E+3,8.69E-2
60,75,135Nd,8.28E+3,1.41E-1
60,75,135Nd,8.28E+3,1.41E-1
60,85,145Nd,8.30E+3,8.80E-3
60,84,144Nd,8.32E+3,8.69E-3
60,83,143Nd,8.33E+3,8.80E-3
60,82,142Nd,8.34E+3,8.80E-3
60,81,141Nd,8.33E+3,2.25E-2
60,81,141Nd,8.33E+3,2.25E-2
60,80,140Nd,8.33E+3,2.33E-2
60,89,149Nd,8.25E+3,1.38E-2
60,88,148Nd,8.27E+3,1.39E-2
60,87,147Nd,8.28E+3,8.69E-3
60,86,146Nd,8.30E+3,8.69E-3
60,96,156Nd,8.15E+3,8.40E-3
60,95,155Nd,8.17E+3,5.91E-2
60,94,154Nd,8.19E+3,6.70E-3
60,93,153Nd,8.20E+3,1.80E-2
