z,n,name,bindingEnergy,bindingEnergyUncertainty
73,90,163Ta,7.98E+3,2.33E-1
73,108,181Ta,8.02E+3,8.69E-3
73,107,180Ta,8.02E+3,1.15E-2
73,107,180Ta,8.02E+3,1.15E-2
73,109,182Ta,8.01E+3,8.69E-3
73,109,182Ta,8.01E+3,8.69E-3
73,109,182Ta,8.01E+3,8.69E-3
73,104,177Ta,8.04E+3,1.87E-2
73,103,176Ta,8.03E+3,1.74E-1
73,106,179Ta,8.03E+3,8.20E-3
73,105,178Ta,8.03E+3,0.0
73,105,178Ta,8.03E+3,0.0
73,105,178Ta,8.03E+3,0.0
73,100,173Ta,8.04E+3,1.61E-1
73,102,175Ta,8.04E+3,1.59E-1
73,101,174Ta,8.04E+3,1.60E-1
73,121,194Ta,7.86E+3,3.00
73,120,193Ta,7.88E+3,2.00
73,119,192Ta,7.89E+3,2.00
73,118,191Ta,7.91E+3,2.00
73,115,188Ta,7.94E+3,1.00
73,115,188Ta,7.94E+3,1.00
73,114,187Ta,7.96E+3,2.98E-1
73,114,187Ta,7.96E+3,2.98E-1
73,114,187Ta,7.96E+3,2.98E-1
73,117,190Ta,7.92E+3,1.00
73,116,189Ta,7.93E+3,1.00
73,111,184Ta,7.99E+3,1.41E-1
73,110,183Ta,8.00E+3,8.69E-3
73,113,186Ta,7.97E+3,3.22E-1
73,113,186Ta,7.97E+3,3.22E-1
73,113,186Ta,7.97E+3,3.22E-1
73,112,185Ta,7.98E+3,7.65E-2
74,117,191W,7.93E+3,2.19E-1
74,118,192W,7.92E+3,1.00
74,119,193W,7.90E+3,1.00
74,113,187W,7.97E+3,6.50E-3
74,114,188W,7.96E+3,1.64E-2
74,115,189W,7.95E+3,1.00
74,116,190W,7.94E+3,1.86E-1
74,110,184W,8.00E+3,4.00E-3
74,111,185W,7.99E+3,4.00E-3
74,111,185W,7.99E+3,4.00E-3
74,112,186W,7.98E+3,6.50E-3
74,120,194W,7.89E+3,2.00
74,121,195W,7.88E+3,2.00
74,122,196W,7.87E+3,2.00
74,123,197W,7.85E+3,2.00
74,106,180W,8.02E+3,8.00E-3
74,107,181W,8.01E+3,8.00E-3
74,108,182W,8.01E+3,4.10E-3
74,109,183W,8.00E+3,4.10E-3
74,109,183W,8.00E+3,4.10E-3
74,102,176W,8.03E+3,1.58E-1
74,103,177W,8.02E+3,1.57E-1
74,104,178W,8.02E+3,8.54E-2
74,105,179W,8.02E+3,8.14E-2
74,105,179W,8.02E+3,8.14E-2
74,100,174W,8.02E+3,1.60E-1
74,101,175W,8.02E+3,1.59E-1
74,89,163W,7.93E+3,3.58E-1
74,88,162W,7.92E+3,1.09E-1
74,87,161W,7.90E+3,1.00
74,86,160W,7.89E+3,9.36E-1
74,85,159W,7.86E+3,2.00
74,84,158W,7.85E+3,2.00
74,83,157W,7.82E+3,3.00
74,99,173W,8.01E+3,1.61E-1
74,98,172W,8.02E+3,1.62E-1
74,97,171W,8.00E+3,1.63E-1
74,96,170W,8.00E+3,7.76E-2
74,95,169W,7.99E+3,9.13E-2
74,94,168W,7.99E+3,7.89E-2
74,93,167W,7.97E+3,1.12E-1
74,92,166W,7.97E+3,5.70E-2
74,91,165W,7.95E+3,1.56E-1
74,90,164W,7.95E+3,5.90E-2
75,118,193Re,7.92E+3,2.02E-1
75,119,194Re,7.90E+3,1.00
75,119,194Re,7.90E+3,1.00
75,119,194Re,7.90E+3,1.00
75,116,191Re,7.94E+3,5.37E-2
75,117,192Re,7.93E+3,3.68E-1
75,110,185Re,7.99E+3,4.40E-3
75,111,186Re,7.98E+3,4.40E-3
75,111,186Re,7.98E+3,4.40E-3
75,114,189Re,7.96E+3,4.33E-2
75,115,190Re,7.94E+3,2.56E-2
75,115,190Re,7.94E+3,2.56E-2
75,112,187Re,7.97E+3,3.90E-3
75,113,188Re,7.96E+3,3.90E-3
75,113,188Re,7.96E+3,3.90E-3
75,121,196Re,7.88E+3,2.00
75,122,197Re,7.87E+3,2.00
75,120,195Re,7.90E+3,2.00
75,123,198Re,7.86E+3,2.00
75,124,199Re,7.85E+3,2.00
75,107,182Re,7.99E+3,5.60E-1
75,107,182Re,7.99E+3,5.60E-1
75,108,183Re,8.00E+3,4.39E-2
75,105,180Re,7.99E+3,1.18E-1
75,106,181Re,8.00E+3,6.93E-2
75,109,184Re,7.99E+3,2.31E-2
75,109,184Re,7.99E+3,2.31E-2
75,100,175Re,7.99E+3,1.59E-1
75,103,178Re,7.99E+3,1.57E-1
75,104,179Re,8.00E+3,1.37E-1
75,101,176Re,7.99E+3,1.58E-1
75,102,177Re,8.00E+3,1.57E-1
75,89,164Re,7.88E+3,3.32E-1
75,89,164Re,7.88E+3,3.32E-1
75,88,163Re,7.87E+3,1.13E-1
75,88,163Re,7.87E+3,1.13E-1
75,87,162Re,7.84E+3,1.00
75,87,162Re,7.84E+3,1.00
75,86,161Re,7.83E+3,9.31E-1
75,86,161Re,7.83E+3,9.31E-1
75,85,160Re,7.81E+3,2.00
75,84,159Re,7.79E+3,2.00
75,84,159Re,7.79E+3,2.00
75,99,174Re,7.98E+3,1.60E-1
75,98,173Re,7.98E+3,1.61E-1
75,97,172Re,7.97E+3,2.06E-1
75,97,172Re,7.97E+3,2.06E-1
75,96,171Re,7.96E+3,1.63E-1
75,95,170Re,7.95E+3,6.72E-2
75,95,170Re,7.95E+3,6.72E-2
75,94,169Re,7.95E+3,6.73E-2
75,94,169Re,7.95E+3,6.73E-2
75,93,168Re,7.93E+3,1.83E-1
75,92,167Re,7.92E+3,0.0
75,92,167Re,7.92E+3,0.0
75,91,166Re,7.90E+3,5.31E-1
75,90,165Re,7.90E+3,1.43E-1
75,90,165Re,7.90E+3,1.43E-1
76,90,166Os,7.86E+3,1.08E-1
76,91,167Os,7.87E+3,4.84E-1
76,92,168Os,7.89E+3,5.89E-2
76,93,169Os,7.90E+3,1.53E-1
76,94,170Os,7.92E+3,5.74E-2
76,95,171Os,7.92E+3,1.06E-1
76,96,172Os,7.94E+3,7.42E-2
76,97,173Os,7.94E+3,8.64E-2
76,98,174Os,7.95E+3,5.89E-2
76,99,175Os,7.96E+3,6.73E-2
76,85,161Os,7.76E+3,2.00
76,86,162Os,7.79E+3,2.00
76,87,163Os,7.80E+3,2.00
76,88,164Os,7.83E+3,9.14E-1
76,89,165Os,7.84E+3,1.00
76,126,202Os,7.83E+3,2.00
76,127,203Os,7.81E+3,2.00
76,120,196Os,7.91E+3,2.04E-1
76,121,197Os,7.89E+3,1.00
76,122,198Os,7.89E+3,1.00
76,123,199Os,7.87E+3,1.00
76,124,200Os,7.86E+3,1.00
76,125,201Os,7.84E+3,1.00
76,115,191Os,7.95E+3,3.50E-3
76,115,191Os,7.95E+3,3.50E-3
76,116,192Os,7.94E+3,1.21E-2
76,116,192Os,7.94E+3,1.21E-2
76,117,193Os,7.93E+3,1.20E-2
76,118,194Os,7.93E+3,1.24E-2
76,119,195Os,7.91E+3,2.86E-1
76,119,195Os,7.91E+3,2.86E-1
76,110,186Os,7.98E+3,4.10E-3
76,111,187Os,7.97E+3,3.90E-3
76,112,188Os,7.97E+3,3.90E-3
76,113,189Os,7.96E+3,3.50E-3
76,113,189Os,7.96E+3,3.50E-3
76,114,190Os,7.96E+3,3.40E-3
76,114,190Os,7.96E+3,3.40E-3
76,104,180Os,7.98E+3,8.73E-2
76,105,181Os,7.98E+3,1.40E-1
76,105,181Os,7.98E+3,1.40E-1
76,106,182Os,7.98E+3,1.19E-1
76,107,183Os,7.98E+3,2.72E-1
76,107,183Os,7.98E+3,2.72E-1
76,108,184Os,7.98E+3,4.49E-3
76,109,185Os,7.98E+3,4.49E-3
76,100,176Os,7.97E+3,6.22E-2
76,101,177Os,7.97E+3,8.26E-2
76,102,178Os,7.98E+3,7.66E-2
76,103,179Os,7.97E+3,8.66E-2
77,123,200Ir,7.87E+3,1.00
77,124,201Ir,7.87E+3,1.00
77,121,198Ir,7.89E+3,1.00
77,122,199Ir,7.89E+3,2.06E-1
77,120,197Ir,7.90E+3,1.02E-1
77,120,197Ir,7.90E+3,1.02E-1
77,127,204Ir,7.82E+3,2.00
77,128,205Ir,7.80E+3,2.00
77,125,202Ir,7.85E+3,1.00
77,126,203Ir,7.84E+3,2.00
77,112,189Ir,7.95E+3,6.65E-2
77,113,190Ir,7.94E+3,7.20E-3
77,113,190Ir,7.94E+3,7.20E-3
77,113,190Ir,7.94E+3,7.20E-3
77,110,187Ir,7.96E+3,1.49E-1
77,110,187Ir,7.96E+3,1.49E-1
77,111,188Ir,7.95E+3,5.01E-2
77,118,195Ir,7.92E+3,6.80E-3
77,118,195Ir,7.92E+3,6.80E-3
77,119,196Ir,7.91E+3,1.96E-1
77,119,196Ir,7.91E+3,1.96E-1
77,116,193Ir,7.93E+3,6.90E-3
77,116,193Ir,7.93E+3,6.90E-3
77,117,194Ir,7.92E+3,6.90E-3
77,117,194Ir,7.92E+3,6.90E-3
77,114,191Ir,7.94E+3,6.90E-3
77,114,191Ir,7.94E+3,6.90E-3
77,114,191Ir,7.94E+3,6.90E-3
77,115,192Ir,7.93E+3,6.80E-3
77,115,192Ir,7.93E+3,6.80E-3
77,115,192Ir,7.93E+3,6.80E-3
77,101,178Ir,7.93E+3,1.05E-1
77,102,179Ir,7.94E+3,5.46E-2
77,100,177Ir,7.93E+3,1.11E-1
77,109,186Ir,7.95E+3,8.88E-2
77,109,186Ir,7.95E+3,8.88E-2
77,107,184Ir,7.95E+3,1.51E-1
77,108,185Ir,7.96E+3,1.51E-1
77,105,182Ir,7.95E+3,1.15E-1
77,106,183Ir,7.96E+3,1.34E-1
77,103,180Ir,7.94E+3,1.20E-1
77,104,181Ir,7.95E+3,2.90E-2
77,90,167Ir,7.81E+3,1.09E-1
77,90,167Ir,7.81E+3,1.09E-1
77,91,168Ir,7.82E+3,3.28E-1
77,91,168Ir,7.82E+3,3.28E-1
77,92,169Ir,7.84E+3,1.37E-1
77,92,169Ir,7.84E+3,1.37E-1
77,93,170Ir,7.85E+3,1.00
77,93,170Ir,7.85E+3,1.00
77,94,171Ir,7.87E+3,2.24E-1
77,94,171Ir,7.87E+3,2.24E-1
77,95,172Ir,7.88E+3,1.88E-1
77,95,172Ir,7.88E+3,1.88E-1
77,96,173Ir,7.89E+3,6.09E-2
77,96,173Ir,7.89E+3,6.09E-2
77,97,174Ir,7.90E+3,6.45E-2
77,97,174Ir,7.90E+3,6.45E-2
77,98,175Ir,7.91E+3,7.08E-2
77,98,175Ir,7.91E+3,7.08E-2
77,99,176Ir,7.92E+3,4.59E-2
77,87,164Ir,7.75E+3,2.00
77,88,165Ir,7.77E+3,1.00
77,88,165Ir,7.77E+3,1.00
77,89,166Ir,7.78E+3,1.00
77,89,166Ir,7.78E+3,1.00
78,130,208Pt,7.78E+3,2.00
78,100,178Pt,7.90E+3,5.69E-2
78,101,179Pt,7.91E+3,4.46E-2
78,106,184Pt,7.94E+3,8.01E-2
78,107,185Pt,7.93E+3,1.39E-1
78,107,185Pt,7.93E+3,1.39E-1
78,108,186Pt,7.94E+3,1.16E-1
78,109,187Pt,7.94E+3,1.28E-1
78,102,180Pt,7.92E+3,5.58E-2
78,103,181Pt,7.92E+3,7.56E-2
78,104,182Pt,7.93E+3,7.19E-2
78,105,183Pt,7.93E+3,7.77E-2
78,105,183Pt,7.93E+3,7.77E-2
78,110,188Pt,7.94E+3,2.82E-2
78,111,189Pt,7.94E+3,5.34E-2
78,112,190Pt,7.94E+3,3.50E-3
78,117,195Pt,7.92E+3,2.60E-3
78,117,195Pt,7.92E+3,2.60E-3
78,118,196Pt,7.92E+3,2.60E-3
78,119,197Pt,7.91E+3,2.70E-3
78,119,197Pt,7.91E+3,2.70E-3
78,113,191Pt,7.93E+3,2.16E-2
78,114,192Pt,7.94E+3,1.34E-2
78,115,193Pt,7.93E+3,7.00E-3
78,115,193Pt,7.93E+3,7.00E-3
78,116,194Pt,7.93E+3,2.60E-3
78,120,198Pt,7.91E+3,1.06E-2
78,121,199Pt,7.90E+3,1.09E-2
78,121,199Pt,7.90E+3,1.09E-2
78,122,200Pt,7.89E+3,1.00E-1
78,123,201Pt,7.88E+3,2.49E-1
78,128,206Pt,7.82E+3,1.00
78,129,207Pt,7.79E+3,2.00
78,124,202Pt,7.88E+3,1.24E-1
78,125,203Pt,7.86E+3,1.00
78,125,203Pt,7.86E+3,1.00
78,126,204Pt,7.85E+3,1.00
78,127,205Pt,7.83E+3,1.00
78,88,166Pt,7.73E+3,2.00
78,87,165Pt,7.70E+3,2.00
78,89,167Pt,7.74E+3,2.00
78,91,169Pt,7.78E+3,1.00
78,90,168Pt,7.77E+3,8.92E-1
78,93,171Pt,7.81E+3,4.73E-1
78,92,170Pt,7.80E+3,1.07E-1
78,95,173Pt,7.84E+3,3.66E-1
78,94,172Pt,7.83E+3,6.03E-2
78,97,175Pt,7.86E+3,1.06E-1
78,96,174Pt,7.86E+3,5.94E-2
78,99,177Pt,7.89E+3,8.47E-2
78,98,176Pt,7.88E+3,7.22E-2
79,92,171Au,7.75E+3,1.21E-1
79,92,171Au,7.75E+3,1.21E-1
79,91,170Au,7.73E+3,1.00
79,91,170Au,7.73E+3,1.00
79,94,173Au,7.78E+3,1.31E-1
79,94,173Au,7.78E+3,1.31E-1
79,93,172Au,7.76E+3,3.26E-1
79,93,172Au,7.76E+3,3.26E-1
79,96,175Au,7.81E+3,2.20E-1
79,96,175Au,7.81E+3,2.20E-1
79,95,174Au,7.79E+3,1.00
79,95,174Au,7.79E+3,1.00
79,98,177Au,7.84E+3,5.63E-2
79,98,177Au,7.84E+3,5.63E-2
79,97,176Au,7.82E+3,1.88E-1
79,97,176Au,7.82E+3,1.88E-1
79,99,178Au,7.84E+3,5.76E-2
79,99,178Au,7.84E+3,5.76E-2
79,109,188Au,7.91E+3,1.44E-2
79,100,179Au,7.86E+3,6.53E-2
79,103,182Au,7.88E+3,1.03E-1
79,104,183Au,7.89E+3,5.15E-2
79,101,180Au,7.87E+3,2.64E-2
79,102,181Au,7.88E+3,1.10E-1
79,107,186Au,7.90E+3,1.12E-1
79,108,187Au,7.91E+3,1.20E-1
79,108,187Au,7.91E+3,1.20E-1
79,105,184Au,7.90E+3,1.21E-1
79,105,184Au,7.90E+3,1.21E-1
79,106,185Au,7.90E+3,1.41E-2
79,106,185Au,7.90E+3,1.41E-2
79,110,189Au,7.92E+3,1.06E-1
79,110,189Au,7.92E+3,1.06E-1
79,111,190Au,7.91E+3,1.81E-2
79,111,190Au,7.91E+3,1.81E-2
79,114,193Au,7.92E+3,4.49E-2
79,114,193Au,7.92E+3,4.49E-2
79,115,194Au,7.91E+3,1.09E-2
79,115,194Au,7.91E+3,1.09E-2
79,115,194Au,7.91E+3,1.09E-2
79,112,191Au,7.92E+3,2.58E-2
79,112,191Au,7.92E+3,2.58E-2
79,113,192Au,7.92E+3,8.24E-2
79,113,192Au,7.92E+3,8.24E-2
79,118,197Au,7.91E+3,2.80E-3
79,118,197Au,7.91E+3,2.80E-3
79,119,198Au,7.90E+3,2.70E-3
79,119,198Au,7.90E+3,2.70E-3
79,116,195Au,7.92E+3,5.70E-3
79,116,195Au,7.92E+3,5.70E-3
79,117,196Au,7.91E+3,1.51E-2
79,117,196Au,7.91E+3,1.51E-2
79,117,196Au,7.91E+3,1.51E-2
79,121,200Au,7.89E+3,1.33E-1
79,121,200Au,7.89E+3,1.33E-1
79,122,201Au,7.89E+3,1.60E-2
79,120,199Au,7.90E+3,2.70E-3
79,125,204Au,7.86E+3,1.00
79,126,205Au,7.86E+3,1.00
79,126,205Au,7.86E+3,1.00
79,123,202Au,7.88E+3,1.15E-1
79,124,203Au,7.88E+3,1.52E-2
79,129,208Au,7.80E+3,1.00
79,127,206Au,7.84E+3,1.00
79,128,207Au,7.82E+3,1.00
79,130,209Au,7.78E+3,2.00
79,131,210Au,7.76E+3,2.00
80,90,170Hg,7.67E+3,2.00
80,94,174Hg,7.74E+3,1.10E-1
80,93,173Hg,7.72E+3,1.00
80,92,172Hg,7.71E+3,8.72E-1
80,91,171Hg,7.68E+3,2.00
80,98,178Hg,7.81E+3,6.04E-2
80,97,177Hg,7.78E+3,4.78E-1
80,96,176Hg,7.78E+3,6.32E-2
80,95,175Hg,7.75E+3,4.63E-1
80,99,179Hg,7.81E+3,1.57E-1
80,103,183Hg,7.85E+3,3.87E-2
80,104,184Hg,7.87E+3,5.18E-2
80,105,185Hg,7.87E+3,7.37E-2
80,105,185Hg,7.87E+3,7.37E-2
80,106,186Hg,7.88E+3,6.26E-2
80,107,187Hg,7.88E+3,6.88E-2
80,107,187Hg,7.88E+3,6.88E-2
80,108,188Hg,7.89E+3,3.61E-2
80,109,189Hg,7.89E+3,1.66E-1
80,109,189Hg,7.89E+3,1.66E-1
80,110,190Hg,7.90E+3,8.37E-2
80,111,191Hg,7.90E+3,1.16E-1
80,111,191Hg,7.90E+3,1.16E-1
80,112,192Hg,7.91E+3,8.09E-2
80,113,193Hg,7.90E+3,8.03E-2
80,113,193Hg,7.90E+3,8.03E-2
80,114,194Hg,7.91E+3,1.49E-2
80,115,195Hg,7.90E+3,1.18E-1
80,115,195Hg,7.90E+3,1.18E-1
80,116,196Hg,7.91E+3,1.50E-2
80,117,197Hg,7.90E+3,1.62E-2
80,117,197Hg,7.90E+3,1.62E-2
80,118,198Hg,7.91E+3,2.30E-3
80,119,199Hg,7.90E+3,2.70E-3
80,119,199Hg,7.90E+3,2.70E-3
80,120,200Hg,7.90E+3,2.70E-3
80,121,201Hg,7.89E+3,3.60E-3
80,122,202Hg,7.89E+3,3.50E-3
80,123,203Hg,7.88E+3,8.00E-3
80,124,204Hg,7.88E+3,2.50E-3
80,100,180Hg,7.83E+3,7.02E-2
80,101,181Hg,7.83E+3,8.50E-2
80,102,182Hg,7.85E+3,5.38E-2
80,125,205Hg,7.87E+3,1.78E-2
80,126,206Hg,7.86E+3,9.92E-2
80,127,207Hg,7.84E+3,1.44E-1
80,128,208Hg,7.83E+3,1.47E-1
80,129,209Hg,7.81E+3,1.00
80,130,210Hg,7.79E+3,1.00
80,131,211Hg,7.77E+3,1.00
80,132,212Hg,7.76E+3,1.00
80,133,213Hg,7.73E+3,1.00
80,134,214Hg,7.72E+3,2.00
80,135,215Hg,7.70E+3,2.00
80,136,216Hg,7.68E+3,2.00
81,111,192Tl,7.87E+3,1.65E-1
81,111,192Tl,7.87E+3,1.65E-1
81,112,193Tl,7.88E+3,3.48E-2
81,112,193Tl,7.88E+3,3.48E-2
81,110,191Tl,7.87E+3,3.85E-2
81,110,191Tl,7.87E+3,3.85E-2
81,108,189Tl,7.86E+3,4.43E-2
81,108,189Tl,7.86E+3,4.43E-2
81,109,190Tl,7.86E+3,3.82E-2
81,109,190Tl,7.86E+3,3.82E-2
81,106,187Tl,7.85E+3,4.29E-2
81,106,187Tl,7.85E+3,4.29E-2
81,107,188Tl,7.85E+3,1.59E-1
81,107,188Tl,7.85E+3,1.59E-1
81,104,185Tl,7.83E+3,1.11E-1
81,104,185Tl,7.83E+3,1.11E-1
81,105,186Tl,7.83E+3,1.11E-1
81,105,186Tl,7.83E+3,1.11E-1
81,105,186Tl,7.83E+3,1.11E-1
81,102,183Tl,7.81E+3,5.09E-2
81,103,184Tl,7.81E+3,5.44E-2
81,103,184Tl,7.81E+3,5.44E-2
81,103,184Tl,7.81E+3,5.44E-2
81,122,203Tl,7.88E+3,5.80E-3
81,123,204Tl,7.88E+3,5.70E-3
81,120,201Tl,7.89E+3,7.06E-2
81,121,202Tl,7.88E+3,9.10E-3
81,119,200Tl,7.88E+3,2.88E-2
81,117,198Tl,7.89E+3,3.81E-2
81,117,198Tl,7.89E+3,3.81E-2
81,118,199Tl,7.89E+3,1.40E-1
81,115,196Tl,7.88E+3,6.18E-2
81,115,196Tl,7.88E+3,6.18E-2
81,116,197Tl,7.89E+3,6.89E-2
81,116,197Tl,7.89E+3,6.89E-2
81,113,194Tl,7.88E+3,7.20E-2
81,113,194Tl,7.88E+3,7.20E-2
81,114,195Tl,7.89E+3,5.71E-2
81,114,195Tl,7.89E+3,5.71E-2
81,100,181Tl,7.79E+3,5.03E-2
81,101,182Tl,7.79E+3,6.58E-2
81,101,182Tl,7.79E+3,6.58E-2
81,133,214Tl,7.74E+3,1.00
81,134,215Tl,7.73E+3,1.00
81,131,212Tl,7.78E+3,1.00
81,132,213Tl,7.76E+3,1.26E-1
81,130,211Tl,7.79E+3,1.98E-1
81,128,209Tl,7.83E+3,2.92E-2
81,129,210Tl,7.81E+3,5.53E-2
81,126,207Tl,7.86E+3,2.63E-2
81,126,207Tl,7.86E+3,2.63E-2
81,127,208Tl,7.84E+3,8.90E-3
81,124,205Tl,7.87E+3,6.00E-3
81,125,206Tl,7.87E+3,6.20E-3
81,125,206Tl,7.87E+3,6.20E-3
81,135,216Tl,7.70E+3,1.00
81,136,217Tl,7.69E+3,2.00
81,95,176Tl,7.70E+3,4.71E-1
81,96,177Tl,7.73E+3,1.22E-1
81,97,178Tl,7.74E+3,1.00
81,98,179Tl,7.76E+3,2.15E-1
81,99,180Tl,7.77E+3,3.88E-1
82,96,178Pb,7.69E+3,1.30E-1
82,97,179Pb,7.70E+3,4.53E-1
82,98,180Pb,7.72E+3,6.89E-2
82,99,181Pb,7.73E+3,4.69E-1
82,116,198Pb,7.87E+3,4.42E-2
82,117,199Pb,7.87E+3,3.43E-2
82,117,199Pb,7.87E+3,3.43E-2
82,118,200Pb,7.88E+3,5.00E-2
82,119,201Pb,7.87E+3,6.84E-2
82,119,201Pb,7.87E+3,6.84E-2
82,112,194Pb,7.86E+3,8.98E-2
82,113,195Pb,7.86E+3,2.61E-2
82,113,195Pb,7.86E+3,2.61E-2
82,114,196Pb,7.87E+3,3.93E-2
82,115,197Pb,7.87E+3,2.44E-2
82,115,197Pb,7.87E+3,2.44E-2
82,120,202Pb,7.88E+3,1.88E-2
82,120,202Pb,7.88E+3,1.88E-2
82,121,203Pb,7.87E+3,3.23E-2
82,121,203Pb,7.87E+3,3.23E-2
82,121,203Pb,7.87E+3,3.23E-2
82,122,204Pb,7.87E+3,5.60E-3
82,122,204Pb,7.87E+3,5.60E-3
82,105,187Pb,7.80E+3,2.72E-2
82,105,187Pb,7.80E+3,2.72E-2
82,106,188Pb,7.82E+3,5.39E-2
82,107,189Pb,7.82E+3,7.43E-2
82,107,189Pb,7.82E+3,7.43E-2
82,108,190Pb,7.84E+3,6.59E-2
82,101,183Pb,7.76E+3,1.58E-1
82,101,183Pb,7.76E+3,1.58E-1
82,102,184Pb,7.78E+3,6.96E-2
82,103,185Pb,7.78E+3,8.74E-2
82,103,185Pb,7.78E+3,8.74E-2
82,104,186Pb,7.80E+3,5.92E-2
82,109,191Pb,7.84E+3,3.46E-2
82,109,191Pb,7.84E+3,3.46E-2
82,110,192Pb,7.85E+3,2.98E-2
82,111,193Pb,7.85E+3,5.33E-2
82,111,193Pb,7.85E+3,5.33E-2
82,100,182Pb,7.75E+3,6.64E-2
82,138,220Pb,7.67E+3,2.00
82,134,216Pb,7.74E+3,1.00
82,135,217Pb,7.71E+3,1.00
82,136,218Pb,7.70E+3,1.00
82,137,219Pb,7.68E+3,2.00
82,127,209Pb,7.84E+3,8.40E-3
82,128,210Pb,7.83E+3,6.90E-3
82,129,211Pb,7.81E+3,1.07E-2
82,123,205Pb,7.87E+3,5.60E-3
82,124,206Pb,7.87E+3,5.60E-3
82,125,207Pb,7.86E+3,5.50E-3
82,125,207Pb,7.86E+3,5.50E-3
82,126,208Pb,7.86E+3,5.50E-3
82,130,212Pb,7.80E+3,8.69E-3
82,131,213Pb,7.78E+3,3.25E-2
82,132,214Pb,7.77E+3,9.20E-3
82,133,215Pb,7.75E+3,2.45E-1
83,120,203Bi,7.85E+3,6.29E-2
83,120,203Bi,7.85E+3,6.29E-2
83,121,204Bi,7.85E+3,4.50E-2
83,113,196Bi,7.83E+3,1.24E-1
83,113,196Bi,7.83E+3,1.24E-1
83,113,196Bi,7.83E+3,1.24E-1
83,114,197Bi,7.84E+3,4.23E-2
83,114,197Bi,7.84E+3,4.23E-2
83,111,194Bi,7.81E+3,2.71E-2
83,111,194Bi,7.81E+3,2.71E-2
83,111,194Bi,7.81E+3,2.71E-2
83,112,195Bi,7.83E+3,2.71E-2
83,112,195Bi,7.83E+3,2.71E-2
83,117,200Bi,7.84E+3,1.13E-1
83,117,200Bi,7.84E+3,1.13E-1
83,117,200Bi,7.84E+3,1.13E-1
83,118,201Bi,7.85E+3,6.06E-2
83,118,201Bi,7.85E+3,6.06E-2
83,115,198Bi,7.84E+3,1.39E-1
83,115,198Bi,7.84E+3,1.39E-1
83,115,198Bi,7.84E+3,1.39E-1
83,116,199Bi,7.84E+3,5.33E-2
83,116,199Bi,7.84E+3,5.33E-2
83,119,202Bi,7.85E+3,6.93E-2
83,110,193Bi,7.81E+3,3.93E-2
83,110,193Bi,7.81E+3,3.93E-2
83,102,185Bi,7.73E+3,0.0
83,103,186Bi,7.73E+3,9.11E-2
83,101,184Bi,7.71E+3,1.00
83,106,189Bi,7.78E+3,1.10E-1
83,107,190Bi,7.78E+3,1.10E-1
83,107,190Bi,7.78E+3,1.10E-1
83,104,187Bi,7.75E+3,5.35E-2
83,105,188Bi,7.76E+3,5.95E-2
83,105,188Bi,7.76E+3,5.95E-2
83,108,191Bi,7.80E+3,3.92E-2
83,108,191Bi,7.80E+3,3.92E-2
83,109,192Bi,7.80E+3,1.56E-1
83,109,192Bi,7.80E+3,1.56E-1
83,140,223Bi,7.63E+3,2.00
83,141,224Bi,7.61E+3,2.00
83,135,218Bi,7.71E+3,1.23E-1
83,136,219Bi,7.70E+3,1.00
83,133,216Bi,7.74E+3,5.18E-2
83,133,216Bi,7.74E+3,5.18E-2
83,134,217Bi,7.73E+3,8.16E-2
83,139,222Bi,7.64E+3,1.00
83,137,220Bi,7.68E+3,1.00
83,138,221Bi,7.66E+3,1.00
83,131,214Bi,7.77E+3,5.24E-2
83,131,214Bi,7.77E+3,5.24E-2
83,132,215Bi,7.76E+3,2.62E-2
83,132,215Bi,7.76E+3,2.62E-2
83,130,213Bi,7.79E+3,2.39E-2
83,124,207Bi,7.85E+3,1.15E-2
83,125,208Bi,7.84E+3,1.11E-2
83,122,205Bi,7.85E+3,2.35E-2
83,123,206Bi,7.85E+3,3.71E-2
83,128,211Bi,7.81E+3,2.58E-2
83,129,212Bi,7.80E+3,8.69E-3
83,129,212Bi,7.80E+3,8.69E-3
83,129,212Bi,7.80E+3,8.69E-3
83,126,209Bi,7.84E+3,6.50E-3
83,127,210Bi,7.83E+3,6.50E-3
83,127,210Bi,7.83E+3,6.50E-3
84,121,205Po,7.83E+3,4.91E-2
84,122,206Po,7.84E+3,1.95E-2
84,123,207Po,7.83E+3,3.22E-2
84,123,207Po,7.83E+3,3.22E-2
84,124,208Po,7.83E+3,8.00E-3
84,125,209Po,7.83E+3,8.50E-3
84,126,210Po,7.83E+3,5.50E-3
84,127,211Po,7.81E+3,6.00E-3
84,127,211Po,7.81E+3,6.00E-3
84,128,212Po,7.81E+3,5.40E-3
84,128,212Po,7.81E+3,5.40E-3
84,129,213Po,7.79E+3,1.43E-2
84,130,214Po,7.78E+3,6.80E-3
84,131,215Po,7.76E+3,9.90E-3
84,132,216Po,7.75E+3,8.40E-3
84,133,217Po,7.74E+3,3.02E-2
84,134,218Po,7.73E+3,8.99E-3
84,135,219Po,7.71E+3,7.23E-2
84,136,220Po,7.70E+3,8.04E-2
84,137,221Po,7.68E+3,8.85E-2
84,138,222Po,7.67E+3,1.80E-1
84,139,223Po,7.65E+3,1.00
84,140,224Po,7.64E+3,1.00
84,141,225Po,7.62E+3,1.00
84,142,226Po,7.61E+3,2.00
84,143,227Po,7.59E+3,2.00
